instance,solver,time,val
500_200_3_00,BinP,4418.17,70516.00
500_200_3_00,3Idx,7200.74,70516.00
500_200_3_00,3Cap,2.01,70671.00
500_200_3_01,BinP,3600.24,70524.00
500_200_3_01,3Cap,1.17,70621.00
500_200_3_02,BinP,4319.46,70517.00
500_200_3_02,3Cap,0.99,70605.00
500_200_3_03,BinP,4202.26,70523.00
500_200_3_03,3Cap,0.72,70612.00
500_200_3_04,BinP,4636.92,70527.00
500_200_3_04,3Cap,0.63,70595.00
500_200_3_05,BinP,3249.06,70516.00
500_200_3_05,3Cap,1.18,70671.00
500_200_3_06,BinP,3138.42,70517.00
500_200_3_06,3Cap,0.63,70640.00
500_200_3_07,BinP,3068.58,70517.00
500_200_3_07,3Cap,0.61,70701.00
500_200_3_08,BinP,6628.08,70525.00
500_200_3_08,3Cap,1.03,70615.00
500_200_3_09,BinP,4018.73,70514.00
500_200_3_09,3Cap,0.62,70623.00
500_200_3_10,BinP,3001.13,70511.00
500_200_3_10,3Cap,1.17,70703.00
500_200_3_11,BinP,3724.59,70530.00
500_200_3_11,3Idx,5234.03,70530.00
500_200_3_11,3Cap,1.51,70613.00
500_200_3_12,BinP,6275.57,70519.00
500_200_3_12,3Cap,0.78,70605.00
500_200_3_13,BinP,3286.53,70522.00
500_200_3_13,3Cap,0.62,70585.00
500_200_3_14,BinP,2895.52,70520.00
500_200_3_14,3Cap,1.45,70665.00
500_200_3_15,BinP,4332.53,70523.00
500_200_3_15,3Cap,1.32,70709.00
500_200_3_16,BinP,4484.94,70516.00
500_200_3_16,3Idx,5721.22,70516.00
500_200_3_16,3Cap,0.60,70606.00
500_200_3_17,BinP,3707.02,70520.00
500_200_3_17,3Cap,0.86,70693.00
500_200_3_18,BinP,3081.95,70521.00
500_200_3_18,3Idx,7201.26,70890.00
500_200_3_18,3Cap,1.39,70623.00
500_200_3_19,BinP,4387.52,70528.00
500_200_3_19,3Cap,0.60,70604.00
