instance,solver,time,val
20_8_3_3,BinP,0.01,23.00
20_8_3_3,3Idx,0.02,23.00
20_8_3_3,ConstHeu,0.00,60.00
20_8_3_50,BinP,0.00,20.00
20_8_3_50,3Idx,0.02,20.00
20_8_3_50,ConstHeu,0.00,50.00
20_8_3_76,BinP,0.00,16.00
20_8_3_76,3Idx,0.21,16.00
20_8_3_76,ConstHeu,0.00,70.00
20_8_3_36,BinP,0.00,11.00
20_8_3_36,3Idx,0.01,11.00
20_8_3_36,ConstHeu,0.00,38.00
20_8_3_13,BinP,0.00,10.00
20_8_3_13,3Idx,0.02,10.00
20_8_3_13,ConstHeu,0.00,58.00
20_8_3_4,BinP,0.07,37.00
20_8_3_4,3Idx,0.14,37.00
20_8_3_69,BinP,0.00,10.00
20_8_3_69,3Idx,0.02,10.00
20_8_3_69,ConstHeu,0.00,40.00
20_8_3_34,BinP,0.01,22.00
20_8_3_34,3Idx,0.13,22.00
20_8_3_34,ConstHeu,0.00,52.00
20_8_3_94,BinP,0.00,23.00
20_8_3_94,3Idx,0.04,23.00
20_8_3_94,ConstHeu,0.00,71.00
20_8_3_7,BinP,0.00,20.00
20_8_3_7,3Idx,0.03,20.00
20_8_3_7,ConstHeu,0.00,53.00
20_8_3_61,BinP,0.00,9.00
20_8_3_61,3Idx,0.01,9.00
20_8_3_61,ConstHeu,0.00,55.00
20_8_3_0,BinP,0.00,22.00
20_8_3_0,3Idx,0.09,22.00
20_8_3_66,BinP,0.00,27.00
20_8_3_66,3Idx,0.02,27.00
20_8_3_66,ConstHeu,0.00,62.00
20_8_3_49,BinP,0.01,22.00
20_8_3_49,3Idx,0.07,22.00
20_8_3_49,ConstHeu,0.00,69.00
20_8_3_21,BinP,0.00,18.00
20_8_3_21,3Idx,0.10,18.00
20_8_3_21,ConstHeu,0.00,42.00
20_8_3_77,BinP,0.00,24.00
20_8_3_77,3Idx,0.17,24.00
20_8_3_62,BinP,0.01,15.00
20_8_3_62,3Idx,0.03,15.00
20_8_3_62,ConstHeu,0.00,65.00
20_8_3_91,BinP,0.00,15.00
20_8_3_91,3Idx,0.08,15.00
20_8_3_91,ConstHeu,0.00,57.00
20_8_3_47,BinP,0.01,17.00
20_8_3_47,3Idx,0.03,17.00
20_8_3_47,ConstHeu,0.00,64.00
20_8_3_89,BinP,0.09,41.00
20_8_3_89,3Idx,0.08,41.00
20_8_3_16,BinP,0.02,26.00
20_8_3_16,3Idx,0.05,26.00
20_8_3_63,BinP,0.00,21.00
20_8_3_63,3Idx,0.02,21.00
20_8_3_63,ConstHeu,0.00,68.00
20_8_3_9,BinP,0.00,15.00
20_8_3_9,3Idx,0.03,15.00
20_8_3_1,BinP,0.00,15.00
20_8_3_1,3Idx,0.01,15.00
20_8_3_1,ConstHeu,0.00,55.00
20_8_3_32,BinP,0.00,21.00
20_8_3_32,3Idx,0.03,21.00
20_8_3_32,ConstHeu,0.00,61.00
20_8_3_87,BinP,0.00,12.00
20_8_3_87,3Idx,0.02,12.00
20_8_3_87,ConstHeu,0.00,56.00
20_8_3_14,BinP,0.00,22.00
20_8_3_14,3Idx,0.02,22.00
20_8_3_14,ConstHeu,0.00,59.00
20_8_3_95,BinP,0.02,39.00
20_8_3_95,3Idx,0.06,39.00
20_8_3_15,BinP,0.01,17.00
20_8_3_15,3Idx,0.02,17.00
20_8_3_15,ConstHeu,0.00,58.00
20_8_3_56,BinP,0.01,12.00
20_8_3_56,3Idx,0.02,12.00
20_8_3_56,ConstHeu,0.00,56.00
20_8_3_92,BinP,0.00,20.00
20_8_3_92,3Idx,0.01,20.00
20_8_3_92,ConstHeu,0.00,59.00
20_8_3_45,BinP,0.05,35.00
20_8_3_45,3Idx,0.28,35.00
20_8_3_20,BinP,0.00,22.00
20_8_3_20,3Idx,0.01,22.00
20_8_3_20,ConstHeu,0.00,56.00
20_8_3_8,BinP,0.01,19.00
20_8_3_8,3Idx,0.04,19.00
20_8_3_43,BinP,0.00,20.00
20_8_3_43,3Idx,0.16,20.00
20_8_3_43,ConstHeu,0.00,55.00
20_8_3_24,BinP,0.00,17.00
20_8_3_24,3Idx,0.04,17.00
20_8_3_24,ConstHeu,0.00,46.00
20_8_3_64,BinP,0.01,25.00
20_8_3_64,3Idx,0.10,25.00
20_8_3_85,BinP,0.00,19.00
20_8_3_85,3Idx,0.04,19.00
20_8_3_85,ConstHeu,0.00,58.00
20_8_3_97,BinP,0.00,30.00
20_8_3_97,3Idx,0.04,30.00
20_8_3_97,ConstHeu,0.00,65.00
20_8_3_80,BinP,0.00,8.00
20_8_3_80,3Idx,0.01,8.00
20_8_3_80,ConstHeu,0.00,42.00
20_8_3_46,BinP,0.00,19.00
20_8_3_46,3Idx,0.03,19.00
20_8_3_46,ConstHeu,0.00,70.00
20_8_3_12,BinP,0.00,13.00
20_8_3_12,3Idx,0.02,13.00
20_8_3_12,ConstHeu,0.00,54.00
20_8_3_58,BinP,0.00,12.00
20_8_3_58,3Idx,0.02,12.00
20_8_3_58,ConstHeu,0.00,41.00
20_8_3_28,BinP,0.00,20.00
20_8_3_28,3Idx,0.17,20.00
20_8_3_28,ConstHeu,0.00,60.00
20_8_3_88,BinP,0.00,13.00
20_8_3_88,3Idx,0.01,13.00
20_8_3_88,ConstHeu,0.00,72.00
20_8_3_30,BinP,0.01,21.00
20_8_3_30,3Idx,0.03,21.00
20_8_3_30,ConstHeu,0.00,60.00
20_8_3_83,BinP,0.02,31.00
20_8_3_83,3Idx,0.08,31.00
20_8_3_70,BinP,0.13,23.00
20_8_3_70,3Idx,0.02,23.00
20_8_3_70,ConstHeu,0.00,59.00
20_8_3_22,BinP,0.00,14.00
20_8_3_22,3Idx,0.02,14.00
20_8_3_22,ConstHeu,0.00,57.00
20_8_3_71,BinP,0.00,20.00
20_8_3_71,3Idx,0.02,20.00
20_8_3_71,ConstHeu,0.00,53.00
20_8_3_33,BinP,0.00,19.00
20_8_3_33,3Idx,0.04,19.00
20_8_3_33,ConstHeu,0.00,50.00
20_8_3_81,BinP,0.00,20.00
20_8_3_81,3Idx,0.05,20.00
20_8_3_81,ConstHeu,0.00,61.00
20_8_3_6,BinP,0.00,18.00
20_8_3_6,3Idx,0.02,18.00
20_8_3_6,ConstHeu,0.00,60.00
20_8_3_37,BinP,0.00,17.00
20_8_3_37,3Idx,0.17,17.00
20_8_3_37,ConstHeu,0.00,51.00
20_8_3_84,BinP,0.00,20.00
20_8_3_84,3Idx,0.02,20.00
20_8_3_44,BinP,0.01,29.00
20_8_3_44,3Idx,0.03,29.00
20_8_3_44,ConstHeu,0.00,49.00
20_8_3_57,BinP,0.01,20.00
20_8_3_57,3Idx,0.03,20.00
20_8_3_57,ConstHeu,0.00,56.00
20_8_3_79,BinP,0.00,15.00
20_8_3_79,3Idx,0.03,15.00
20_8_3_79,ConstHeu,0.00,54.00
20_8_3_68,BinP,0.01,24.00
20_8_3_68,3Idx,0.08,24.00
20_8_3_68,ConstHeu,0.00,63.00
20_8_3_90,BinP,0.01,22.00
20_8_3_90,3Idx,0.03,22.00
20_8_3_90,ConstHeu,0.00,61.00
20_8_3_25,BinP,0.01,36.00
20_8_3_25,3Idx,0.03,36.00
20_8_3_74,BinP,0.00,12.00
20_8_3_74,3Idx,0.30,12.00
